Sri Lanka,LKA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,35.5,,,,,33.8,,,,,32,,,,,,,28.3,,,,20.9,,,18.1,,,16.3,,,,11.6,
Sri Lanka,LKA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,13.3,,,,,11.1,,,,,10.9,,,,,,,9.7,,,,5.5,,,3.9,,,3.4,,,,1.9,
Sri Lanka,LKA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,2.6,,,,,1.5,,,,,1.6,,,,,,,1.4,,,,0.5,,,0.4,,,0.3,,,,0.1,
Sri Lanka,LKA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,58,,,57.4,,,56.5,,,54.8,,,54.6,,,52.5,,,51.9,,,50,,,47.3,,,44.8,,41.7,39.3,38,36.6,,33.9,,
Lower middle income,LMC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,38.1,,,37.1,,,35.9,,,33.9,,,33.2,,,30.7,,,29.7,,,27.8,,,25.2,,,22.9,,20.4,18.2,17.2,16,,14,,
Lower middle income,LMC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,18.5,,,17.3,,,16.1,,,14.4,,,13.6,,,11.8,,,11,,,9.6,,,8.2,,,7.1,,5.9,5,4.6,4.2,,3.5,,
Lower middle income,LMC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,56.43539675,,,,,50.74524805,,,,,45.23363665,,,,,39.95001965,,37.42547822,,35.54632852,,,,,32.17523059,,,
Low & middle income,LMY,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,59.5,,,53.5,,,51.1,,,51,,,50.1,,,47,,,46,,,42.7,,,38.1,,,34.8,,32.1,30.1,28.8,26.8,,24.8,,
Low & middle income,LMY,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,39.3,,,35.9,,,32.8,,,32.8,,,31.4,,,27.8,,,26.9,,,24.2,,,20.2,,,17.9,,16,14.3,13.5,12.1,,10.9,,
Low & middle income,LMY,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,22.5,,,18.2,,,15.5,,,15.6,,,14.6,,,11.9,,,11.5,,,9.9,,,7.5,,,6.4,,5.5,4.8,4.4,3.9,,3.6,,
Low & middle income,LMY,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,47.26298168,,,,,43.53041204,,,,,39.66170166,,,,,35.75835472,,34.03273021,,33.08434261,,,,,29.76616467,,,
Lesotho,LSO,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,55.2,,,,,,,,53.7,,,,,,,,64.5,,,,,,,,63.3,,,,,,,
Lesotho,LSO,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,38.8,,,,,,,,40.4,,,,,,,,48.2,,,,,,,,47.6,,,,,,,
Lesotho,LSO,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,24.2,,,,,,,,28.4,,,,,,,,32,,,,,,,,31.8,,,,,,,
Lesotho,LSO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,,44.4,,53.7,,,,,50.8,,,
Late-demographic dividend,LTE,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,42.33900349,,,,,38.76048391,,,,,35.47976779,,,,,30.92477244,,29.61746722,,27.92525937,,,,,23.92955849,,,
Lithuania,LTU,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,26.7,,,,,,,,,,,7,4.5,2.7,1.9,2.1,3.8,3.2,1.8,2,1.9,2.3,1.6,,
Lithuania,LTU,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,2.7,1.8,1.3,1.1,1.3,2,1.6,0.7,0.9,0.8,1.2,0.8,,
Lithuania,LTU,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,1.3,0.9,0.7,0.8,0.9,1.2,1,0.5,0.7,0.5,0.7,0.5,,
Lithuania,LTU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.2,0.3,,
Luxembourg,LUX,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,,
Luxembourg,LUX,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,
Luxembourg,LUX,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,6.7,,6.1,7.1,,,,,,,,5.5,5.1,2.8,1.7,2.2,3.6,3.6,2.9,2.7,2.4,2,1.5,,
Latvia,LVA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,0.2,,1,1.8,,,,,,,,2.3,2.1,1.3,0.6,1,1.7,1.5,1,1,1.1,0.7,0.7,,
Latvia,LVA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,0,,0,0.2,,,,,,,,1.2,1.2,0.8,0.3,0.5,1,0.7,0.5,0.5,0.6,0.4,0.4,,
Latvia,LVA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,27.6,,,,,,17.2,,,,,,,,23.3,,23.2,,,,,,16.2,,,,,,,8.8,,,,
Morocco,MAR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,10.2,,,,,,4.5,,,,,,,,7.8,,7.4,,,,,,4.1,,,,,,,1.6,,,,
Morocco,MAR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,2.3,,,,,,0.4,,,,,,,,1.3,,1.3,,,,,,0.6,,,,,,,0.2,,,,
Morocco,MAR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,37.4,,,,,35.2,,,,,24.2,,,,,13.1,,13.1,,13.1,,,,,13.1,,,
Monaco,MCO,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,34.1,43.6,51.2,50.8,44.6,34.4,26.7,27.3,32.4,12.8,9.1,9.5,9,7.3,6,5.5,4,3.5,3,3,3
Moldova,MDA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,14.8,22.8,30.2,28.4,22.9,14.7,8.6,9.4,12.9,3.1,1.8,2,1.7,1,0.7,0.6,0.3,0.1,0.2,0.2,0.1
Moldova,MDA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,4.6,8.9,12.5,10.9,7.9,3.9,1.4,1.9,3.3,0.6,0.3,0.2,0.1,0.1,0,0,0,0,0,0,0
Moldova,MDA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,54.6,,,,,,,,,,,,,69.2,,,,67.7,,66.6,,68.2,,,,69.5,,,,,73.4,,73.4,,,,,
Madagascar,MDG,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,35.1,,,,,,,,,,,,,51.5,,,,49.3,,47.8,,52.2,,,,51.8,,,,,57.7,,57.9,,,,,
Madagascar,MDG,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,18,,,,,,,,,,,,,31,,,,28.8,,27.8,,34.3,,,,30.7,,,,,38.2,,39,,,,,
Madagascar,MDG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,93,,,,,88.6,,,,,84.1,,,,,80.6,,78,,76.2,,,,,77.2,,,
Maldives,MDV,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,31.1,,,,,,,21,,,,,,,,
Maldives,MDV,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,7.3,,,,,,,,
Maldives,MDV,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,1.5,,,,,,,,
Maldives,MDV,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,25.9,,,25.1,,,22.7,,,24.2,,,23.8,,,19.4,,,18.4,,,17.4,,,15.9,,13.9,13.6,13.4,13.3,,14.8,,
Middle East & North Africa,MEA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,9.3,,,8.7,,,7.2,,,8.1,,,7.6,,,5.2,,,4.8,,,4.4,,,3.9,,3.1,3.2,3.1,3.1,,4.4,,
Middle East & North Africa,MEA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,1.7,,,1.5,,,1.2,,,1.3,,,1.2,,,0.7,,,0.6,,,0.5,,,0.5,,0.4,0.5,0.5,0.5,,1,,
Middle East & North Africa,MEA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,39.4420894,,,,,,,,,,,,,,,27.19039137,,,,,,,,,,,,
Mexico,MEX,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,16.4,,,19.6,,19.8,,31.7,,25.6,,18.5,,16.3,,14.4,14.5,12.1,,13,,12.2,,11.4,,11.6,,8.2,
Mexico,MEX,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,6.5,,,8.5,,9,,17.6,,13.2,,7.8,,6.4,,5.5,5.8,4,,5,,4.3,,3.8,,3.7,,2.3,
Mexico,MEX,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,2.2,,,3.3,,3.7,,9.1,,6.2,,2.9,,2.1,,2,2.2,1.3,,1.7,,1.6,,1.2,,1.1,,0.7,
Mexico,MEX,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,23.1,,,,,21.5,,,,,19.9,,,,,14.4,,14.4,,,,,,,11.1,,,
Marshall Islands,MHL,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,45.91237916,,,,,42.22113663,,,,,38.26620467,,,,,33.84594147,,31.98731059,,31.0647861,,,,,27.1133643,,,
North Macedonia,MKD,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,15.5,13.8,12.4,10.7,9.3,9,,
North Macedonia,MKD,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,9.2,7.2,5.8,4.4,3.9,4.3,,
North Macedonia,MKD,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.9,4,2.8,1.8,1.9,2.1,,
North Macedonia,MKD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,79.4,,,,,,,62.1,,,,,58.1,,,58.3,,,,,,,,
Mali,MLI,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,67.5,,,,,,,42.5,,,,,37.5,,,36.2,,,,,,,,
Mali,MLI,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,52.1,,,,,,,23.1,,,,,17.7,,,15.4,,,,,,,,
Mali,MLI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,94.2,,,,,84.8,,,,,75.4,,,,,65.9,,65.9,,65.9,,,,,56.3,,,
Malta,MLT,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.2,0.5,0.2,0.3,0.2,0.1,0,0.1,,
Malta,MLT,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.1,0.3,0.2,0.2,0.1,0,0,0,,
Malta,MLT,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0,0.2,0.1,0.1,0,0,0,0,,
Malta,MLT,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,,
Myanmar,MMR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,
Myanmar,MMR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,
Myanmar,MMR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,41,,,
Middle East & North Africa (excluding high income),MNA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,39.18225495,,,,,,,,,,,,,,,28.46290299,,,,,,,,,,,,
Montenegro,MNE,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2,1.2,0.7,1.3,0.8,1.4,2.7,2.4,1.1,,,
Montenegro,MNE,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,0.2,0.2,0,0.1,0.3,1,0.9,0.1,,,
Montenegro,MNE,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0,0,0.1,0.5,0.2,0,,,
Montenegro,MNE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,30,,,45.8,,,,27.5,,,,,12.6,,,11.1,8.9,6.1,,4.5,,8.4,
Mongolia,MNG,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,11.5,,,22,,,,9.8,,,,,2.4,,,2,1.3,0.8,,0.6,,1.2,
Mongolia,MNG,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,2.7,,,7.4,,,,2.2,,,,,0.2,,,0.1,0.1,0.1,,0,,0.1,
Mongolia,MNG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,68.5,,,,,66.7,,,,,64.9,,,,,57.9,,57.9,,,,,,,42.7,,,
Northern Mariana Islands,MNP,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,77.9,,,,,,75.2,,,,,,69.1,,,,,,63.5,,,
Mozambique,MOZ,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,65.7,,,,,,60.8,,,,,,51.6,,,,,,46.1,,,
Mozambique,MOZ,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,50.2,,,,,,42.1,,,,,,31.7,,,,,,27.5,,,
Mozambique,MOZ,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,75.6,,,,,76.9,,,,,78.2,,,,,79.5,,80,,80.5,,,,,80.3,,,
Mauritania,MRT,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,51.4,,,,,,51.9,,38.2,,,,,35.4,,,,33.6,,,,27.3,,,,,,21.6,,,
Mauritania,MRT,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,32.2,,,,,,31.3,,18.1,,,,,16.5,,,,13.7,,,,10.7,,,,,,6.6,,,
Mauritania,MRT,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,17.3,,,,,,13.6,,6.1,,,,,5.2,,,,3.6,,,,2.7,,,,,,1.4,,,
Mauritania,MRT,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9,,,
Mauritius,MUS,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,4.1,,,,,
Mauritius,MUS,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,0.7,,,,,
Mauritius,MUS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.1,,,,,
Mauritius,MUS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,64.3,,,,,,,70.3,,,,,,70.3,,,,,,68.9,
Malawi,MWI,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,52.7,,,,,,53.6,,,,,,50.8,
Malawi,MWI,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,24.7,,,,,,,31.5,,,,,,34,,,,,,29.4,
Malawi,MWI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,66.4,,,,,66.4,,,,,66.4,,,,,66.4,,67.7,,68.9,,,,,66.7,,,
Malaysia,MYS,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,11.5,,,11.2,,10.7,,,10.2,,,10,,6.6,,,,,,,3.2,,,4,4.8,,,2,,0.8,,0.5,,
Malaysia,MYS,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,3.4,,,3.1,,2.7,,,2.6,,,2.7,,1.4,,,,,,,0.6,,,0.8,0.9,,,0.2,,0.1,,0,,
Malaysia,MYS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,0.6,,,0.3,,0.2,,,0.1,,,0.2,,0,,,,,,,0.1,,,0.1,0.1,,,0,,0,,0,,
Malaysia,MYS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,,,,,,35.4,,,,,,23.7,,
Namibia,NAM,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,,,,,,18.6,,,,,,11.5,,
Namibia,NAM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,6.6,,,,,,4.6,,
Namibia,NAM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,34.4,,,,,34.1,,,,,33.9,,,,,33.9,,33.6,,33.5,,,,,33.2,,,
