country,project_name,year,status,lendprojectcost,boardapprovaldate
Pakistan,Khyber Pakhtunkhwa Revenue Mobilization and Public Resource Management,2019,Active,"175,000,000",2019-06-13T00:00:00Z
Sierra Leone,Integrated and Resilient Urban Mobility Project,2019,Active,"52,000,000",2019-06-13T00:00:00Z
Pakistan,Pakistan Raises Revenue,2019,Active,"1,600,000,000",2019-06-13T00:00:00Z
Ethiopia,One WASH&#8212;Consolidated Water Supply; Sanitation; and Hygiene Account Project (One WASH&#8212;CWA),2019,Active,"350,000,000",2019-06-13T00:00:00Z
Nepal,Programmatic Fiscal and Public Financial Management Development Policy Credit ( II ),2019,Active,"100,000,000",2019-06-13T00:00:00Z
Ethiopia,ETHIOPIA CLIMATE ACTION THROUGH LANDSCAPE MANAGEMENT PROGRAM FOR RESULTS,2019,Active,"1,675,700,000",2019-06-13T00:00:00Z
China,China Renewable Energy and Battery Storage Promotion Project,2019,Active,"750,000,000",2019-06-11T00:00:00Z
Indonesia,National Urban Development Project (NUDP),2019,Active,"49,600,000",2019-06-11T00:00:00Z
Vietnam,Vietnam - Dynamic Cities Integrated Development Project,2019,Active,"276,170,000",2019-06-11T00:00:00Z
Ecuador,First Inclusive and Sustainable Growth DPF,2019,Closed,"500,000,000",2019-06-11T00:00:00Z
Guinea,Support to MSME Growth Competitiveness and Access to Finance,2019,Active,"30,000,000",2019-06-07T00:00:00Z
Kyrgyz Republic,Primary Health Care Quality Improvement Program,2019,Active,"414,180,000",2019-06-07T00:00:00Z
"Congo, Dem. Rep.",Improved Forested Landscape Management Project (GEF AF),2019,Active,"6,210,000",2019-06-07T00:00:00Z
Malawi,MALAWI-Disaster Risk Management Development Policy Financing with Cat DDO,2019,Active,"25,000,000",2019-06-06T00:00:00Z
Peru,Improving the Performance of Non-Criminal Justice Services,2019,Active,"158,130,000",2019-06-05T00:00:00Z
Tajikistan,Dushanbe Water Supply and Wastewater Project,2019,Active,"32,000,000",2019-06-05T00:00:00Z
St. Vincent and the Grenadines,First Fiscal Reform and Resilience Development Policy Credit,2019,Closed,"30,000,000",2019-06-05T00:00:00Z
Cabo Verde,Cabo Verde DPO,2019,Active,"40,000,000",2019-06-05T00:00:00Z
Cabo Verde,Cabo Verde Disaster Risk Management Development Policy Financing with Cat DDO,2019,Active,"8,000,000",2019-06-05T00:00:00Z
China,Gansu Revitalization and Innovation Project,2019,Active,"312,630,000",2019-06-04T00:00:00Z
Jordan,Jordan Second Equitable Growth & Job Creation Programmatic Development Policy Financing,2019,Active,"1,450,000,000",2019-06-04T00:00:00Z
Pakistan,Higher Education Development in Pakistan,2019,Active,"2,437,600,000",2019-05-31T00:00:00Z
South Asia,Additional Financing for the Central Asia South Asia Electricity Transmission and Trade Project,2019,Active,"65,000,000",2019-05-31T00:00:00Z
Angola,Child Health Expansion Angola,2019,Active,"9,700,000",2019-05-31T00:00:00Z
Lesotho,Smallholder Agriculture Development Project - II,2019,Active,"57,000,000",2019-05-30T00:00:00Z
Cambodia,Cambodia Sustainable Landscape and Ecotourism Project,2019,Active,"53,160,000",2019-05-30T00:00:00Z
Central African Republic,"CAR: LONDO ""Stand Up"" Project",2019,Active,"100,000,000",2019-05-30T00:00:00Z
Benin,Gazetted Forests Management Project,2019,Active,"75,000,000",2019-05-30T00:00:00Z
Ghana,Greater Accra Resilient and Integrated Development Project,2019,Active,"200,000,000",2019-05-29T00:00:00Z
Uzbekistan,Promoting Early Childhood Development Project,2019,Active,"73,850,000",2019-05-29T00:00:00Z
Romania,Improving Resilience and Emergency Response Project,2019,Active,"57,000,000",2019-05-29T00:00:00Z
Romania,Strengthening Preparedness and Critical Emergency Infrastructure Project,2019,Active,"45,600,000",2019-05-29T00:00:00Z
Georgia,Georgia I2Q - Innovation; Inclusion and Quality,2019,Active,"128,310,000",2019-05-29T00:00:00Z
Burkina Faso,Scale-Up and Responding to the needs of Refugees and Host Communities,2019,Active,"110,000,000",2019-05-29T00:00:00Z
China,Shaanxi Sustainable Towns Development Project,2019,Active,"238,600,000",2019-05-28T00:00:00Z
Tunisia,Tunisia Governance; Financial Sector and Local Governments Trust Fund,2019,Active,"2,130,000",2019-05-28T00:00:00Z
Lao PDR,Lao PDR Green Resilient Growth DPO 2,2019,Active,"40,000,000",2019-05-28T00:00:00Z
Paraguay,Paraguay Public Health Sector Strengthening,2019,Active,"115,000,000",2019-05-28T00:00:00Z
Kenya, Inclusive Growth and Fiscal Management Development Policy Financing,2019,Active,"750,000,000",2019-05-28T00:00:00Z
"Congo, Dem. Rep.",DRC Multisectoral Nutrition and Health Project,2019,Active,"502,000,000",2019-05-28T00:00:00Z
Guatemala,Guatemala DRM Development Policy Loan with CAT DDO II,2019,Active,"145,000,000",2019-05-24T00:00:00Z
Brazil,Mato Grosso Fiscal Adjustment and Environmental Sustainability DPL,2019,Active,"350,000,000",2019-05-24T00:00:00Z
Ukraine,Accelerating Private Investment in Agriculture Program,2019,Active,"1,293,820,000",2019-05-24T00:00:00Z
"Gambia, The",The Gambia Social Safety Net Project,2019,Active,"31,000,000",2019-05-24T00:00:00Z
Uzbekistan,Institutional Capacity Building Project,2019,Active,"33,000,000",2019-05-24T00:00:00Z
Turkey,Sustainable Cities Project 2 - Additional Financing,2019,Active,"561,720,000",2019-05-24T00:00:00Z
Mali,Strengthening Climate Resilience in Mali Project,2019,Active,"33,000,000",2019-05-23T00:00:00Z
Ethiopia,Renewable Energy Guarantees Program,2019,Active,"130,000,000",2019-05-23T00:00:00Z
Ethiopia,Lowlands Livelihood Resilience Project,2019,Active,"451,000,000",2019-05-23T00:00:00Z
Mali,Mali Deployment of State Resources for Better Service Delivery,2019,Active,"50,000,000",2019-05-23T00:00:00Z
Indonesia,Indonesia Fiscal Reform DPL 3,2019,Closed,"1,000,000,000",2019-05-23T00:00:00Z
Benin,Benin - Stormwater Management and Urban Resilience Project,2019,Active,"102,320,000",2019-05-23T00:00:00Z
West Bank and Gaza,Additional Financing for the Third Municipal Development Project,2019,Active,"15,000,000",2019-05-23T00:00:00Z
Georgia,Energy Supply Reliability and Financial Recovery,2019,Active,"172,700,000",2019-05-23T00:00:00Z
Georgia,Energy Supply Reliability and Financial Recovery Guarantee,2019,Active,"160,000,000",2019-05-23T00:00:00Z
Mozambique,Mozambique Urban Sanitation Project,2019,Active,"115,000,000",2019-05-22T00:00:00Z
China,Green Urban Financing and Innovation Project,2019,Active,"520,000,000",2019-05-21T00:00:00Z
Colombia,Second Fiscal Sustainability; Competitiveness; and Migration DPF,2019,Active,"750,000,000",2019-05-21T00:00:00Z
Comoros,Integrated Development and Competitiveness Project,2019,Active,"25,000,000",2019-05-20T00:00:00Z
Mauritania,Nouadhibou Eco-Seafood Cluster Project AF,2019,Active,"9,000,000",2019-05-17T00:00:00Z
Central African Republic,CAR-Agriculture Recovery and Agribusiness Development Support Project (ARADSP),2019,Active,"25,000,000",2019-05-17T00:00:00Z
Sierra Leone,Sierra Leone Energy Sector Utility Reform Project Additional Financing,2019,Active,"51,000,000",2019-05-17T00:00:00Z
Niger,AF-Niger Disaster Risk Management and Urban Development Project,2019,Active,"25,000,000",2019-05-17T00:00:00Z
,Horn of Africa - Groundwater Initiative,2019,Active,"2,700,000",2019-05-17T00:00:00Z
Lesotho,Lesotho Lowlands Water Development Project - Phase II,2019,Active,"85,800,000",2019-05-17T00:00:00Z
Tonga,Tonga Third Inclusive Growth Development Policy Operation,2019,Active,"5,500,000",2019-05-16T00:00:00Z
Haiti,HT - AF to Providing an Education of Quality in Haiti,2019,Active,"57,000,000",2019-05-16T00:00:00Z
Haiti,Strengthening DRM and Climate Resilience Project,2019,Active,"35,000,000",2019-05-16T00:00:00Z
Solomon Islands,Urban Water Supply and Sanitation Sector Project,2019,Active,"82,330,000",2019-05-16T00:00:00Z
Haiti,Strengthening Primary Health Care and Surveillance in Haiti,2019,Active,"70,000,000",2019-05-16T00:00:00Z
Vietnam,Ho Chi Minh City Development Policy Operation 1,2019,Active,"125,000,000",2019-05-16T00:00:00Z
Zambia,Transforming Landscapes for Resilience and Development in Zambia,2019,Active,"100,000,000",2019-05-15T00:00:00Z
Djibouti,Integrated Cash Transfer and Human Capital Project,2019,Active,"15,000,000",2019-05-15T00:00:00Z
Burundi,Burundi Health System Support-Additional Financing,2019,Active,"12,700,000",2019-05-15T00:00:00Z
India,Andhra Pradesh Health Systems Strengthening Project,2019,Active,"3,440,980,000",2019-05-15T00:00:00Z
Rwanda,Rwanda - Additional Financing for the Transformation of Agriculture Sector Program 4 PforR Phase 2,2019,Active,"171,000,000",2019-05-15T00:00:00Z
Kosovo,Kosovo Financial Sector Strengthening Project,2019,Active,"25,000,000",2019-05-14T00:00:00Z
"Yemen, Rep.",Yemen Emergency Health and Nutrition Project Third Additional Financing,2019,Active,"200,000,000",2019-05-14T00:00:00Z
"Yemen, Rep.",Emergency Crisis Response Project Fourth Additional Financing,2019,Active,"200,000,000",2019-05-14T00:00:00Z
Kenya,KTDA Small Hydro Programme of Activities,2019,Active,"10,000,000",2019-05-13T00:00:00Z
Morocco,Supporting the economic inclusion of youth,2019,Active,"110,100,000",2019-05-10T00:00:00Z
Tonga,Tonga Digital Government Support Project,2019,Active,"4,650,000",2019-05-09T00:00:00Z
Marshall Islands,Marshall Islands Maritime Investment Project,2019,Active,"33,120,000",2019-05-09T00:00:00Z
"Micronesia, Fed. Sts.",Federated States of Micronesia Maritime Investment Project,2019,Active,"38,490,000",2019-05-09T00:00:00Z
Samoa,Samoa Aviation Investment Project Additional Finance II,2019,Active,"3,350,000",2019-05-09T00:00:00Z
Morocco,Morocco - Community-Based Rural Roads Maintenance,2019,Active,"2,850,000",2019-05-08T00:00:00Z
Armenia,LIFELINE ROAD NETWORK IMPROVEMENT PROJECT - Second Additional Financing,2019,Active,"18,750,000",2019-05-08T00:00:00Z
Moldova,Moldova Power System Development Project,2019,Active,"75,000,000",2019-05-08T00:00:00Z
Haiti,Improving Access to Social Services & Employment Opportunities for PWD,2019,Active,"2,290,000",2019-05-07T00:00:00Z
Central African Republic,First Consolidation and Social Inclusion Development Program,2019,Active,"100,000,000",2019-05-06T00:00:00Z
China,China Distributed Renewable Energy Scale-Up Project,2019,Active,"75,780,000",2019-05-03T00:00:00Z
Ghana,Additional Financing for Ghana Forest Investment Program (FIP) - Enhancing Natural Forest and Agroforest Landscapes Project,2019,Active,"19,390,000",2019-05-03T00:00:00Z
Djibouti,Improving Health Sector Performance Project Second Additional Financing,2019,Active,"6,000,000",2019-05-03T00:00:00Z
Iraq,IQ: Basra Electricity Dissemination and Development Project (EDDP),2019,Active,"200,000,000",2019-05-02T00:00:00Z
Mauritania,Mauritania Social Safety Net System Additional Financing,2019,Active,"2,300,000",2019-05-01T00:00:00Z
Honduras,Social Protection Integration,2019,Active,"30,000,000",2019-04-30T00:00:00Z
Rwanda,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2019,Active,"60,000,000",2019-04-30T00:00:00Z
Burkina Faso,Financial Inclusion Support Project in Burkina Faso,2019,Active,"100,000,000",2019-04-30T00:00:00Z
Kenya,Kenya Affordable Housing Finance Project,2019,Active,"262,000,000",2019-04-30T00:00:00Z
Madagascar,Fiscal Sustainability and Energy Development Policy Operation,2019,Active,"100,000,000",2019-04-30T00:00:00Z
Mongolia,Strengthening Governance in Mongolia,2019,Active,"2,440,000",2019-04-26T00:00:00Z
Afghanistan,Afghanistan Land Administration System Project,2019,Active,"35,000,000",2019-04-25T00:00:00Z
Niger,Additional Financing for Niger CAPCR,2019,Active,"14,600,000",2019-04-25T00:00:00Z
Afghanistan,Payments Automation and Integration of Salaries in Afghanistan (PAISA),2019,Active,"45,000,000",2019-04-25T00:00:00Z
Serbia,Tax Administration Modernization Project,2019,Active,"52,000,000",2019-04-24T00:00:00Z
Serbia,Enabling Digital Governance Project,2019,Active,"55,000,000",2019-04-24T00:00:00Z
Burkina Faso,First Fiscal Management; Sustainable Growth and Health Service Delivery Development Policy Operation,2019,Active,"50,000,000",2019-04-24T00:00:00Z
,Western Balkans Trade and Transport Facilitation,2019,Active,"90,000,000",2019-04-18T00:00:00Z
Belarus,Belarus Education Modernization Project - Additional Financing,2019,Active,"101,790,000",2019-04-18T00:00:00Z
"Egypt, Arab Rep.",Catalyzing Entrepreneurship for Job Creation,2019,Active,"200,000,000",2019-04-17T00:00:00Z
Uganda,Development Response to Displacement Impacts Project in the HoA,2019,Active,"150,000,000",2019-04-17T00:00:00Z
Tonga,Tonga: Pathway to Sustainable Oceans,2019,Active,"10,000,000",2019-04-17T00:00:00Z
El Salvador,El Salvador Local Economic Resilience Project,2019,Active,"200,000,000",2019-04-17T00:00:00Z
,Regional Off-Grid Electrification Project,2019,Active,"333,700,000",2019-04-17T00:00:00Z
China,China Partnership for Market Readiness,2019,Active,"2,000,000",2019-04-10T00:00:00Z
Cote d'Ivoire,Enhancing Government Effectiveness for Improved Public Services,2019,Active,"294,000,000",2019-04-05T00:00:00Z
Sri Lanka, Climate Mitigation Action Support,2019,Active,"1,800,000",2019-04-05T00:00:00Z
Cambodia,Cambodia Nutrition Project,2019,Active,"53,000,000",2019-04-04T00:00:00Z
Sint Maarten (Dutch part),Sint Maarten Enterprise Support Project,2019,Active,"35,000,000",2019-04-04T00:00:00Z
Ecuador,Social Safety Net Project,2019,Active,"387,400,000",2019-04-03T00:00:00Z
India,Uttar Pradesh Core Road Network Development Project,2019,Active,"570,000,000",2019-03-29T00:00:00Z
India,Rajasthan State Highways Development Program II,2019,Active,"421,020,000",2019-03-29T00:00:00Z
Bangladesh,Dhaka City Neighborhood Upgrading Project,2019,Active,"106,000,000",2019-03-29T00:00:00Z
Guyana,Guyana Petroleum Resources Governance and Management Project,2019,Active,"20,000,000",2019-03-29T00:00:00Z
India,Program Towards Elimination of Tuberculosis,2019,Active,"1,334,000,000",2019-03-29T00:00:00Z
India,Innovation in Solar Power and Hybrid Technologies,2019,Active,"399,810,000",2019-03-29T00:00:00Z
Cambodia,Water Supply and Sanitation Improvement Project,2019,Active,"57,500,000",2019-03-28T00:00:00Z
Mozambique,Mozambique Energy For All (ProEnergia),2019,Active,"148,000,000",2019-03-28T00:00:00Z
Solomon Islands,Solomon Islands Roads and Aviation Project,2019,Active,"54,600,000",2019-03-28T00:00:00Z
Mexico,Expanding Rural Finance Project,2019,Active,"400,000,000",2019-03-28T00:00:00Z
Liberia,Liberia Youth Opportunities Project Additional Financing,2019,Active,"3,500,000",2019-03-28T00:00:00Z
,First Africa Higher Education Centers of Excellence for Development Impact Project,2019,Active,"258,500,000",2019-03-27T00:00:00Z
Sao Tome and Principe,Sao Tome e Principe Transport Sector Development and Coastal Protection Project,2019,Active,"29,000,000",2019-03-22T00:00:00Z
Guinea,Guinea Support to Local Governance Project,2019,Active,"40,000,000",2019-03-22T00:00:00Z
India,India  SEWA 2025 Digital Financial Inclusion of Informal Sector,2019,Active,"2,730,000",2019-03-22T00:00:00Z
Cote d'Ivoire,Strategic Purchasing and Alignment of Resources & Knowledge in Health Project (SPARK-Health),2019,Active,"220,000,000",2019-03-22T00:00:00Z
Cote d'Ivoire,Cote d'Ivoire Higher Education Development Support Project,2019,Active,"100,000,000",2019-03-22T00:00:00Z
China,Guizhou Aged Care System Development Program,2019,Active,"1,431,000,000",2019-03-21T00:00:00Z
Europe & Central Asia,CASA1000 Community Support Project for Tajikistan,2019,Active,"26,000,000",2019-03-21T00:00:00Z
Uzbekistan,Ferghana Valley Rural Enterprise Development Project,2019,Active,"240,100,000",2019-03-21T00:00:00Z
Mali,Mali - Accelerating Progress Towards Universal Health Coverage,2019,Active,"89,400,000",2019-03-19T00:00:00Z
India,Tamil Nadu Health System Reform Program,2019,Active,"5,515,000,000",2019-03-19T00:00:00Z
Mozambique,Mozambique Disaster Risk Management and Resilience Program,2019,Active,"264,540,000",2019-03-19T00:00:00Z
Sierra Leone,Sierra Leone - Second Productivity and Transparency Support Grant,2019,Closed,"40,000,000",2019-03-19T00:00:00Z
Dominica,Dominica Geothermal Risk Mitigation Project,2019,Active,"51,450,000",2019-03-18T00:00:00Z
Niger,Rural Mobility and Connectivity Project,2019,Active,"52,250,000",2019-03-18T00:00:00Z
Philippines,Improving Fiscal Management,2019,Active,"450,000,000",2019-03-15T00:00:00Z
Malawi, Support to Integrated Household Survey Program: 2018-2020,2019,Active,"1,690,000",2019-03-14T00:00:00Z
Lao PDR,Reducing Rural Poverty and Malnutrition Project,2019,Active,"27,000,000",2019-03-14T00:00:00Z
Colombia,Multipurpose Cadaster Project,2019,Active,"100,000,000",2019-03-14T00:00:00Z
Sri Lanka,Local Development Support Project,2019,Active,"100,650,000",2019-03-14T00:00:00Z
Lao PDR,Scaling-Up Water Supply; Sanitation and Hygiene Project,2019,Active,"25,900,000",2019-03-14T00:00:00Z
Lao PDR,Enhancing Public Finance Management through Information and Communication Technology and Skills (E-FITS) Project,2019,Active,"20,000,000",2019-03-14T00:00:00Z
Malawi,Equity with Quality and Learning at Secondary (EQUALS),2019,Active,"90,000,000",2019-03-13T00:00:00Z
Sri Lanka,Climate Smart Irrigated Agriculture Project,2019,Active,"140,000,000",2019-03-07T00:00:00Z
India,Uttarakhand Public Financial Management Strengthening Project,2019,Active,"39,450,000",2019-03-07T00:00:00Z
